Topic_name,Question_name,Striver_link,leetcode_link,other_link,gfg_link
Binary Search,Find the row with maximum number of…,,,https://www.codingninjas.com/codestudio/problems/row-of-a-matrix-with-maximum-ones_982768?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Binary Search,Search in a 2 D matrix,https://takeuforward.org/data-structure/search-in-a-sorted-2d-matrix/,https://leetcode.com/problems/search-a-2d-matrix/,https://www.codingninjas.com/codestudio/problems/search-in-a-2d-matrix_980531?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Binary Search,Search in a row and column wise sor…,,https://leetcode.com/problems/search-a-2d-matrix-ii/,https://www.codingninjas.com/codestudio/problems/search-in-a-sorted-2d-matrix_6917532?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Binary Search,Find Peak Element (2D Matrix),,https://leetcode.com/problems/find-a-peak-element-ii/,https://www.codingninjas.com/codestudio/problems/find-peak-element_7449073?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Binary Search,Matrix Median,https://takeuforward.org/data-structure/median-of-row-wise-sorted-matrix/,https://www.interviewbit.com/problems/matrix-median/,https://www.codingninjas.com/codestudio/problems/median-of-a-row-wise-sorted-matrix_1115473?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Strings,,,,https://www.codingninjas.com/studio/problems/count-palindromic-subsequences_1062696?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Strings,Remove outermost Paranthesis,,https://leetcode.com/problems/remove-outermost-parentheses/,https://www.codingninjas.com/codestudio/problems/maximum-nesting-depth-of-the-parentheses_8144741?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Strings,Reverse words in a given string / P…,https://takeuforward.org/data-structure/reverse-words-in-a-string/,https://leetcode.com/problems/reverse-words-in-a-string/,https://www.codingninjas.com/studio/problems/reverse-words-in-a-string_696444?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Strings,Largest odd number in a string,,https://leetcode.com/problems/largest-odd-number-in-string/,,
Strings,Longest Common Prefix,,https://leetcode.com/problems/longest-common-prefix/,https://www.codingninjas.com/studio/problems/longest-common-prefix_628874?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Strings,Isomorphic String,,https://leetcode.com/problems/isomorphic-strings/,https://www.codingninjas.com/studio/problems/isomorphic-strings-_1117636?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Strings,check whether one string is a rotat…,,https://leetcode.com/problems/rotate-string/,https://www.codingninjas.com/studio/problems/check-if-one-string-is-a-rotation-of-another-string_1115683?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Strings,Check if two strings are anagram of…,https://takeuforward.org/data-structure/check-if-two-strings-are-anagrams-of-each-other/,"https://leetcode.com/problems/valid-anagram/#:~:text=Given%20two%20strings%20s%20and,the%20original%20letters%20exactly%20once.&text=Constraints%3A,.length%20%3C%3D%205%20*%2010",https://www.codingninjas.com/studio/problems/anagram-pairs_626517?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Strings,Sort Characters by frequency,,https://leetcode.com/problems/sort-characters-by-frequency/,https://www.codingninjas.com/studio/problems/sorting-characters-by-frequency_1263699?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Strings,Maximum Nesting Depth of Paranthesi…,,https://leetcode.com/problems/maximum-nesting-depth-of-the-parentheses/,,
Strings,Roman Number to Integer and vice ve…,,https://leetcode.com/problems/roman-to-integer/,https://www.codingninjas.com/studio/problems/roman-numeral-to-integer_981308?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Strings,Implement Atoi,,https://leetcode.com/problems/string-to-integer-atoi/,https://www.codingninjas.com/studio/problems/implement-atoi-function_981270?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Strings,Count Number of Substrings,,,https://www.codingninjas.com/studio/problems/count-with-k-different-characters_1214627?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Strings,Longest Palindromic Substring[Do it…,,https://leetcode.com/problems/longest-palindromic-substring/,,
Strings,Sum of Beauty of all substring,,https://leetcode.com/problems/sum-of-beauty-of-all-substrings/,https://www.codingninjas.com/studio/problems/sum-of-beauty-of-all-substrings_8143656?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Strings,Reverse Every Word in A String,,https://leetcode.com/problems/reverse-words-in-a-string/,https://www.codingninjas.com/codestudio/problems/reverse-words_7037425?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Strings,Minimum number of bracket reversals…,,https://leetcode.com/problems/minimum-add-to-make-parentheses-valid/,https://www.codingninjas.com/studio/problems/minimum-cost-to-make-string-valid_1115770?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Strings,Count and say,,https://leetcode.com/problems/count-and-say/,https://www.codingninjas.com/studio/problems/look-and-say-sequence_668478?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Strings,Hashing In Strings | Theory,,,https://www.codingninjas.com/codestudio/problems/first-occurence-of-a-pattern-in-a-text_8416393?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Strings,Rabin Karp,,https://leetcode.com/problems/repeated-string-match/discuss/416144/Rabin-Karp-algorithm-C%2B%2B-implementation,https://www.codingninjas.com/codestudio/problems/stringmatch-rabincarp_1115738?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Strings,Z-Function,,https://leetcode.com/problems/implement-strstr/,https://www.codingninjas.com/codestudio/problems/pattern-searching-using-z-algorithm_8395752?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Strings,KMP algo / LPS(pi) array,,https://leetcode.com/problems/implement-strstr/,https://www.codingninjas.com/codestudio/problems/search-pattern-kmp-algorithm_8416386?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Strings,Shortest Palindrome,,https://leetcode.com/problems/shortest-palindrome/,https://www.codingninjas.com/studio/problems/minimum-characters-for-palindrome_893000?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Strings,Longest happy prefix,,https://leetcode.com/problems/longest-happy-prefix/,https://www.codingninjas.com/studio/problems/longest-prefix-which-is-suffix_3146849?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Strings,Count palindromic subsequence in gi…,,,https://www.codingninjas.com/studio/problems/count-palindromic-subsequences_1062696?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Learn LinkedList,,https://takeuforward.org/data-structure/clone-linked-list-with-random-and-next-pointer/,https://leetcode.com/problems/copy-list-with-random-pointer/,https://www.codingninjas.com/studio/problems/clone-a-linked-list-with-random-pointers_983604?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Learn LinkedList,"Introduction to LinkedList, learn a…",,,https://www.codingninjas.com/studio/problems/introduction-to-linked-list_8144737?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Learn LinkedList,Inserting a node in LinkedList,https://takeuforward.org/data-structure/insert-node-at-beginning-of-linked-list/,,https://www.codingninjas.com/studio/problems/insert-node-at-the-beginning_8144739?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Learn LinkedList,Deleting a node in LinkedList,https://takeuforward.org/data-structure/delete-last-node-of-linked-list/,https://leetcode.com/problems/delete-node-in-a-linked-list/,https://www.codingninjas.com/studio/problems/delete-node-of-linked-list_8160463?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Learn LinkedList,Find the length of the linkedlist […,,,https://www.codingninjas.com/studio/problems/count-nodes-of-linked-list_5884?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Learn LinkedList,Search an element in the LL,,,https://www.codingninjas.com/studio/problems/search-in-a-linked-list_975381?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Learn LinkedList,"Introduction to DLL, learn about st…",,,https://www.codingninjas.com/studio/problems/introduction-to-doubly-linked-list_8160413?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Learn LinkedList,Insert a node in DLL,https://takeuforward.org/data-structure/insert-at-end-of-doubly-linked-list/,,https://www.codingninjas.com/studio/problems/insert-at-end-of-doubly-linked-list_8160464?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Learn LinkedList,Delete a node in DLL,https://takeuforward.org/data-structure/delete-last-node-of-a-doubly-linked-list/,,https://www.codingninjas.com/studio/problems/delete-last-node-of-a-doubly-linked-list_8160469?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Learn LinkedList,Reverse a DLL,https://takeuforward.org/data-structure/reverse-a-doubly-linked-list/,,https://www.codingninjas.com/studio/problems/reverse-a-doubly-linked-list_1116098?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Learn LinkedList,Middle of a LinkedList [TortoiseHar…,https://takeuforward.org/data-structure/find-middle-element-in-a-linked-list/,https://leetcode.com/problems/middle-of-the-linked-list/,https://www.codingninjas.com/studio/problems/middle-of-linked-list_973250?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Learn LinkedList,Reverse a LinkedList [Iterative],https://takeuforward.org/data-structure/reverse-a-linked-list/,https://leetcode.com/problems/reverse-linked-list/,https://www.codingninjas.com/studio/problems/reverse-linked-list_920513?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Learn LinkedList,Reverse a LL [Recursive],https://takeuforward.org/data-structure/reverse-a-linked-list/,https://leetcode.com/problems/reverse-linked-list/,https://www.codingninjas.com/studio/problems/reverse-linked-list_920513?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Learn LinkedList,Detect a loop in LL,https://takeuforward.org/data-structure/detect-a-cycle-in-a-linked-list/,https://leetcode.com/problems/linked-list-cycle/,https://www.codingninjas.com/studio/problems/cycle-detection-in-a-singly-linked-list_628974?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Learn LinkedList,Find the starting point in LL,https://takeuforward.org/data-structure/starting-point-of-loop-in-a-linked-list/,https://leetcode.com/problems/linked-list-cycle-ii/,https://www.codingninjas.com/studio/problems/linked-list-cycle-ii_1112628?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Learn LinkedList,Length of Loop in LL,,,https://www.codingninjas.com/studio/problems/find-length-of-loop_8160455?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Learn LinkedList,Check if LL is palindrome or not,https://takeuforward.org/data-structure/check-if-given-linked-list-is-plaindrome/,https://leetcode.com/problems/palindrome-linked-list/,https://www.codingninjas.com/studio/problems/check-if-linked-list-is-palindrome_985248?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Learn LinkedList,Segrregate odd and even nodes in LL,,https://leetcode.com/problems/odd-even-linked-list/,https://www.codingninjas.com/studio/problems/segregate-even-and-odd-nodes-in-a-linked-list_1116100?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Learn LinkedList,Remove Nth node from the back of th…,https://takeuforward.org/data-structure/remove-n-th-node-from-the-end-of-a-linked-list/,https://leetcode.com/problems/remove-nth-node-from-end-of-list/,https://www.codingninjas.com/studio/problems/delete-kth-node-from-end_799912?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Learn LinkedList,Delete the middle node of LL,,"https://leetcode.com/problems/delete-the-middle-node-of-a-linked-list/#:~:text=You%20are%20given%20the%20head,than%20or%20equal%20to%20x%20.",https://www.codingninjas.com/studio/problems/delete-middle-node_763267?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Learn LinkedList,Sort LL,,https://leetcode.com/problems/sort-list/,https://www.codingninjas.com/studio/problems/sort-linked-list_625193?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Learn LinkedList,Sort a LL of 0's 1's and 2's by cha…,,,https://www.codingninjas.com/studio/problems/sort-linked-list-of-0s-1s-2s_1071937?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Learn LinkedList,Find the intersection point of Y LL,https://takeuforward.org/data-structure/find-intersection-of-two-linked-lists/,https://leetcode.com/problems/intersection-of-two-linked-lists/,https://www.codingninjas.com/studio/problems/-intersection-of-two-linked-lists_630457?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Learn LinkedList,Add 1 to a number represented by LL,,,https://www.codingninjas.com/studio/problems/add-one-to-a-number-represented-as-linked-list_920557?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Learn LinkedList,Add 2 numbers in LL,https://takeuforward.org/data-structure/add-two-numbers-represented-as-linked-lists/,https://leetcode.com/problems/add-two-numbers/,https://www.codingninjas.com/studio/problems/add-two-numbers_1170520?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Learn LinkedList,Delete all occurrences of a key in …,,,https://www.codingninjas.com/studio/problems/delete-all-occurrences-of-a-given-key-in-a-doubly-linked-list_8160461?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Learn LinkedList,Find pairs with given sum in DLL,,,https://www.codingninjas.com/studio/problems/find-pairs-with-given-sum-in-doubly-linked-list_1164172?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Learn LinkedList,Remove duplicates from sorted DLL,,,https://www.codingninjas.com/studio/problems/remove-duplicates-from-a-sorted-doubly-linked-list_2420283?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Learn LinkedList,Reverse LL in group of given size K,https://takeuforward.org/data-structure/reverse-linked-list-in-groups-of-size-k/,https://leetcode.com/problems/reverse-nodes-in-k-group/,https://www.codingninjas.com/studio/problems/reverse-list-in-k-groups_983644?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Learn LinkedList,Rotate a LL,https://takeuforward.org/data-structure/rotate-a-linked-list/,https://leetcode.com/problems/rotate-list/description/,https://www.codingninjas.com/studio/problems/rotate-linked-list_920454?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Learn LinkedList,Flattening of LL,https://takeuforward.org/data-structure/flattening-a-linked-list/,,https://www.codingninjas.com/studio/problems/flatten-a-linked-list_1112655?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Learn LinkedList,Clone a Linked List with random and…,https://takeuforward.org/data-structure/clone-linked-list-with-random-and-next-pointer/,https://leetcode.com/problems/copy-list-with-random-pointer/,https://www.codingninjas.com/studio/problems/clone-a-linked-list-with-random-pointers_983604?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Recursion,,,https://leetcode.com/problems/expression-add-operators/,https://www.codingninjas.com/studio/problems/find-x-raised-to-power-n-_626560?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Recursion,Recursive Implementation of atoi(),,https://leetcode.com/problems/string-to-integer-atoi/,https://www.codingninjas.com/studio/problems/implement-atoi-function_981270?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Recursion,"Pow(x, n)",https://takeuforward.org/data-structure/implement-powxn-x-raised-to-the-power-n/,https://leetcode.com/problems/powx-n/,https://www.codingninjas.com/studio/problems/find-x-raised-to-power-n-_626560?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Recursion,Count Good numbers,,https://leetcode.com/problems/count-good-numbers/,https://www.codingninjas.com/studio/problems/good-numbers_625508?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Recursion,Sort a stack using recursion,,,https://www.codingninjas.com/codestudio/problems/sort-stack_1229505?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Recursion,Reverse a stack using recursion,,,https://www.codingninjas.com/studio/problems/reverse-stack-using-recursion_631875?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Recursion,Generate all binary strings,,,https://www.codingninjas.com/studio/problems/-binary-strings-with-no-consecutive-1s._893001?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Recursion,Generate Paranthesis,,https://leetcode.com/problems/generate-parentheses/,https://www.codingninjas.com/studio/problems/generate-all-parenthesis_920445?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Recursion,Print all subsequences/Power Set,https://takeuforward.org/data-structure/power-set-print-all-the-possible-subsequences-of-the-string/,https://leetcode.com/problems/subsets/,https://www.codingninjas.com/studio/problems/print-subsequences_8416366?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Recursion,Learn All Patterns of Subsequences …,,,https://www.codingninjas.com/codestudio/problems/more-subsequence_8842355?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Recursion,Count all subsequences with sum K,,,https://www.codingninjas.com/studio/problems/subarrays-with-sum-%E2%80%98k'_6922076?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Recursion,Check if there exists a subsequence…,,,https://www.codingninjas.com/studio/problems/subset-sum_630213?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Recursion,Combination Sum,https://takeuforward.org/data-structure/combination-sum-1/,https://leetcode.com/problems/combination-sum/,https://www.codingninjas.com/studio/problems/combination-sum_981296?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Recursion,Combination Sum-II,https://takeuforward.org/data-structure/combination-sum-ii-find-all-unique-combinations/,https://leetcode.com/problems/combination-sum-ii/,https://www.codingninjas.com/studio/problems/combination-sum-ii_1112622?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Recursion,Subset Sum-I,https://takeuforward.org/data-structure/subset-sum-sum-of-all-subsets/,,https://www.codingninjas.com/studio/problems/subset-sum_3843086?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Recursion,Subset Sum-II,https://takeuforward.org/data-structure/subset-ii-print-all-the-unique-subsets/,https://leetcode.com/problems/subsets-ii/,https://www.codingninjas.com/studio/problems/get-all-unique-subsets_624393?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Recursion,Combination Sum - III,,https://leetcode.com/problems/combination-sum-iii/,https://www.codingninjas.com/studio/problems/combination-sum-iii_5038357?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Recursion,Letter Combinations of a Phone numb…,,https://leetcode.com/problems/letter-combinations-of-a-phone-number/,https://www.codingninjas.com/studio/problems/letter-phone_626178?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Recursion,Palindrome Partitioning,https://takeuforward.org/data-structure/palindrome-partitioning/,https://leetcode.com/problems/palindrome-partitioning/,https://www.codingninjas.com/studio/problems/palindrome-partitioning_626181?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Recursion,Word Search,https://takeuforward.org/data-structure/word-search-leetcode/,https://leetcode.com/problems/word-search/,https://www.codingninjas.com/studio/problems/word-search---l_892986?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Recursion,N Queen,https://takeuforward.org/data-structure/n-queen-problem-return-all-distinct-solutions-to-the-n-queens-puzzle/,https://leetcode.com/problems/n-queens/,https://www.codingninjas.com/studio/problems/n-queens_696453?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Recursion,Rat in a Maze,https://takeuforward.org/data-structure/rat-in-a-maze/,https://practice.geeksforgeeks.org/problems/rat-in-a-maze-problem/1,https://www.codingninjas.com/studio/problems/rat-in-a-maze-_8842357?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Recursion,Word Break,,https://leetcode.com/problems/word-break/,https://www.codingninjas.com/studio/problems/word-break-1_758963?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Recursion,M Coloring Problem,https://takeuforward.org/data-structure/m-coloring-problem/,https://practice.geeksforgeeks.org/problems/m-coloring-problem-1587115620/1#,https://www.codingninjas.com/studio/problems/m-coloring-problem_981273?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Recursion,Sudoko Solver,https://takeuforward.org/data-structure/sudoku-solver/,https://leetcode.com/problems/sudoku-solver/,https://www.codingninjas.com/studio/problems/sudoku-solver_8416969?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Recursion,Expression Add Operators,,https://leetcode.com/problems/expression-add-operators/,https://www.codingninjas.com/studio/problems/find-x-raised-to-power-n-_626560?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Bit Manipulation,,,https://leetcode.com/problems/powx-n/,https://www.codingninjas.com/studio/problems/power-of-numbers_8157729?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Bit Manipulation,Introduction to Bit Manipulation [T…,,,https://www.codingninjas.com/studio/problems/bit-manipulation_8142533?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Bit Manipulation,Check if the i-th bit is set or not,,,https://www.codingninjas.com/studio/problems/check-whether-k-th-bit-is-set-or-not_5026446?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Bit Manipulation,Check if a number is odd or not,,,https://www.codingninjas.com/codestudio/problems/odd-even_7993579?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Bit Manipulation,Check if a number is power of 2 or …,,https://leetcode.com/problems/power-of-two/,https://www.codingninjas.com/studio/problems/power-of-two_893061?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Bit Manipulation,Count the number of set bits,,,https://www.codingninjas.com/studio/problems/count-total-set-bits_784?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Bit Manipulation,Set/Unset the rightmost unset bit,,,https://www.codingninjas.com/studio/problems/set-the-rightmost-unset-bit_8160456?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Bit Manipulation,Swap two numbers,,,https://www.codingninjas.com/studio/problems/swap-two-numbers_1380853?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Bit Manipulation,Divide two integers without using m…,,https://leetcode.com/problems/divide-two-integers/,https://www.codingninjas.com/studio/problems/-divide-two-integers_1112617?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Bit Manipulation,Count number of bits to be flipped …,,https://leetcode.com/problems/minimum-bit-flips-to-convert-number/,https://www.codingninjas.com/studio/problems/flip-bits_8160405?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Bit Manipulation,Find the number that appears odd nu…,,https://leetcode.com/problems/single-number/,https://www.codingninjas.com/studio/problems/one-odd-occurring_4606074?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Bit Manipulation,Power Set,,https://leetcode.com/problems/subsets/,https://www.codingninjas.com/studio/problems/subsequences-of-string_985087?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Bit Manipulation,Find xor of numbers from L to R,,,https://www.codingninjas.com/studio/problems/l-to-r-xor_8160412?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Bit Manipulation,Find the two numbers appearing odd …,,,https://www.codingninjas.com/studio/problems/two-numbers-with-odd-occurrences_8160466?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Bit Manipulation,Print Prime Factors of a Number,,,https://www.codingninjas.com/studio/problems/prime-factorisation_1760849?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Bit Manipulation,All Divisors of a Number,,,https://www.codingninjas.com/studio/problems/print-all-divisors-of-a-number_1164188?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Bit Manipulation,Sieve of Eratosthenes,,https://leetcode.com/problems/count-primes/,https://www.codingninjas.com/studio/problems/prime-factorisation_1760849?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Bit Manipulation,Find Prime Factorisation of a Numbe…,,,https://www.codingninjas.com/studio/problems/prime-factorisation_1760849?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Bit Manipulation,"Power(n, x)",,https://leetcode.com/problems/powx-n/,https://www.codingninjas.com/studio/problems/power-of-numbers_8157729?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Stack and Queues,,,https://leetcode.com/problems/lfu-cache/,https://www.codingninjas.com/codestudio/problems/lfu-cache_8381892?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Stack and Queues,Implement Stack using Arrays,https://takeuforward.org/data-structure/implement-stack-using-array/,,https://www.codingninjas.com/studio/problems/stack-implementation-using-array_3210209?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Stack and Queues,Implement Queue using Arrays,https://takeuforward.org/data-structure/implement-queue-using-array/,,https://www.codingninjas.com/codestudio/problems/implement-queue-using-arrays_8390825?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Stack and Queues,Implement Stack using Queue,https://takeuforward.org/data-structure/implement-stack-using-single-queue/,https://leetcode.com/problems/implement-stack-using-queues/,https://www.codingninjas.com/studio/problems/stack-using-queue_795152?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Stack and Queues,Implement Queue using Stack,https://takeuforward.org/data-structure/implement-queue-using-stack/,https://leetcode.com/problems/implement-queue-using-stacks/,https://www.codingninjas.com/studio/problems/day-25-:-queue-using-stack_799482?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Stack and Queues,Implement stack using Linkedlist,https://takeuforward.org/data-structure/implement-stack-using-linked-list/,,https://www.codingninjas.com/studio/problems/implement-stack-with-linked-list_1279905?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Stack and Queues,Implement queue using Linkedlist,https://takeuforward.org/data-structure/implement-queue-using-linked-list/,,https://www.codingninjas.com/codestudio/problems/implement-queue-using-linked-list_8161235?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Stack and Queues,Check for balanced paranthesis,https://takeuforward.org/data-structure/check-for-balanced-parentheses/,https://leetcode.com/problems/valid-parentheses/,https://www.codingninjas.com/studio/problems/valid-parentheses_795104?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Stack and Queues,Implement Min Stack,https://takeuforward.org/data-structure/implement-min-stack-o2n-and-on-space-complexity/,https://leetcode.com/problems/min-stack/,https://www.codingninjas.com/studio/problems/min-stack_3843991?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Stack and Queues,Infix to Postfix Conversion using S…,https://takeuforward.org/data-structure/infix-to-postfix/,,https://www.codingninjas.com/studio/problems/day-23-:-infix-to-postfix-_1382146?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Stack and Queues,Prefix to Infix Conversion,,,https://www.codingninjas.com/studio/problems/prefix-to-infix_1215000?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Stack and Queues,Prefix to Postfix Conversion,,,https://www.codingninjas.com/codestudio/problems/convert-prefix-to-postfix_8391014?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Stack and Queues,Postfix to Prefix Conversion,,,https://www.codingninjas.com/studio/problems/postfix-to-prefix_1788455?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Stack and Queues,Postfix to Infix,,,https://www.codingninjas.com/codestudio/problems/postfix-to-infix_8382386?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Stack and Queues,Convert Infix To Prefix Notation,https://takeuforward.org/data-structure/infix-to-prefix/,,https://www.codingninjas.com/studio/problems/day-23-:-infix-to-postfix-_1382146?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Stack and Queues,Next Greater Element,https://takeuforward.org/data-structure/next-greater-element-using-stack/,https://leetcode.com/problems/next-greater-element-i/,https://www.codingninjas.com/studio/problems/next-greater-element_670312?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Stack and Queues,Next Greater Element 2,,https://leetcode.com/problems/next-greater-element-ii/,https://www.codingninjas.com/studio/problems/next-greater-element-ii_6212757?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
